Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 7.469900130052768e+001
 1.000000000000000e+001; 5.712113321909065e+001
 2.000000000000000e+001; 4.833516932132123e+001
 3.000000000000000e+001; 4.575936268862925e+001
 4.000000000000000e+001; 4.765857897180261e+001
 5.000000000000000e+001; 5.275493980811605e+001
 6.000000000000000e+001; 5.998771119048936e+001
 7.000000000000000e+001; 6.830540261691775e+001
 8.000000000000000e+001; 7.490510888607719e+001
 9.000000000000000e+001; 7.756357777735494e+001
 1.000000000000000e+002; 7.378634815987543e+001
