Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 3.050271280618236e+001
 1.000000000000000e+001; 7.087475895698097e+001
 2.000000000000000e+001; 1.301789809879975e+002
 3.000000000000000e+001; 1.835356447075894e+002
 4.000000000000000e+001; 2.113887945375654e+002
 5.000000000000000e+001; 2.129368928524983e+002
 6.000000000000000e+001; 2.002794837085730e+002
 7.000000000000000e+001; 1.822919965427515e+002
 8.000000000000000e+001; 1.635168116219361e+002
 9.000000000000000e+001; 1.398049354623366e+002
 1.000000000000000e+002; 1.159135857298575e+002
