Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 1.800614873271761e+001
 1.000000000000000e+001; 3.575241558660061e+001
 2.000000000000000e+001; 5.734995306693453e+001
 3.000000000000000e+001; 7.594031513171277e+001
 4.000000000000000e+001; 8.735672090574447e+001
 5.000000000000000e+001; 8.763331217537559e+001
 6.000000000000000e+001; 7.945093659227742e+001
 7.000000000000000e+001; 7.000525653855026e+001
 8.000000000000000e+001; 6.189467777417334e+001
 9.000000000000000e+001; 5.613274417176962e+001
 1.000000000000000e+002; 4.935747773336904e+001
