---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitNormal0001-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
1.560000000000000e+000 -1.656548017269668e-001 9.237898898523901e-001 -3.175773810284340e-001 2.366766789090568e-002 1.103492579863759e-001 -6.278457711666695e-002 -1.111527271273051e-001 4.139293682935858e-002 -2.674088903907034e-001 -5.777354378029689e-002
1.569795918367347e+000 -1.522344191068575e-001 9.227633263074254e-001 -3.170677326399269e-001 2.070284969158899e-002 1.162440637723112e-001 -6.318527292744827e-002 -1.091098938465872e-001 4.854604482958756e-002 -2.705955311342522e-001 -5.438203398200557e-002
1.579591836734694e+000 -1.385940349152833e-001 9.219215117028321e-001 -3.165561436625290e-001 1.704883826722654e-002 1.215980649223254e-001 -6.380561943860802e-002 -1.068162004457197e-001 5.644823516678935e-002 -2.732673245331000e-001 -5.089797253708983e-002
1.589387755102041e+000 -1.247987687381680e-001 9.213096407231397e-001 -3.160401244167319e-001 1.272396591414856e-002 1.262257690919195e-001 -6.460540819482652e-002 -1.043360645103538e-001 6.501378759105525e-002 -2.752873606790576e-001 -4.736274241444469e-002
1.599183673469387e+000 -1.108918211848755e-001 9.209698162272797e-001 -3.155140661261407e-001 7.766478430214019e-003 1.299430313703267e-001 -6.551663083893200e-002 -1.017669632001881e-001 7.413460411129103e-002 -2.765202432275924e-001 -4.382253326041328e-002
1.608979591836734e+000 -9.690861340276950e-002 9.209329040652681e-001 -3.149695958942215e-001 2.257339773132591e-003 1.325999304880146e-001 -6.643881573961376e-002 -9.924163203906314e-002 8.365535483202292e-002 -2.768628717256917e-001 -4.032773547398739e-002
1.618775510204081e+000 -8.287901250103440e-002 9.212168226824710e-001 -3.143960007994210e-001 -3.679358090626984e-003 1.340986055695532e-001 -6.724119819322830e-002 -9.692125584139094e-002 9.337519342837872e-002 -2.762584505157386e-001 -3.692130067469453e-002
1.628571428571428e+000 -6.882889663090443e-002 9.218257356130486e-001 -3.137808015287769e-001 -9.887379685550294e-003 1.344122517729467e-001 -6.777412611314412e-002 -9.498020277355322e-002 1.030627827072651e-001 -2.747088982611599e-001 -3.362915905410647e-002
1.638367346938775e+000 -5.478177880153757e-002 9.227508773095122e-001 -3.131107193144545e-001 -1.620003973746680e-002 1.335984906804322e-001 -6.789314883512221e-002 -9.358006435633012e-002 1.124834686433468e-001 -2.722811684551565e-001 -3.045929614584470e-002
1.648163265306122e+000 -4.076070331296823e-002 9.239727204846305e-001 -3.123728279040681e-001 -2.246488896719106e-002 1.318002217516059e-001 -6.748577724351244e-002 -9.284533809751545e-002 1.214289376150038e-001 -2.691050810157299e-001 -2.738510071087030e-002
1.657959183673468e+000 -2.679024601572087e-002 9.254630122556076e-001 -3.115558119512998e-001 -2.856420615236468e-002 1.292306321881458e-001 -6.650017353358999e-002 -9.283619818966846e-002 1.297407199125978e-001 -2.653574681231044e-001 -2.435089745792770e-002
1.667755102040815e+000 -1.289787601335222e-002 9.271869068823196e-001 -3.106514935316485e-001 -3.442843840057300e-002 1.261450102143580e-001 -6.496783708930966e-002 -9.352418858183605e-002 1.373257971996712e-001 -2.612330239231567e-001 -2.131270903264990e-002
1.677551020408162e+000 8.857721998729091e-004 9.291052009746795e-001 -3.096567199012064e-001 -4.004351726722286e-002 1.228067069944572e-001 -6.299980993402600e-002 -9.480181797218178e-002 1.441676445151494e-001 -2.569178123413916e-001 -1.820106986155085e-002
1.687346938775509e+000 1.452899549504753e-002 9.311764348015004e-001 -3.085753420328099e-001 -4.544466311641601e-002 1.194520032154627e-001 -6.076833409369330e-002 -9.649769376208003e-002 1.503214850276335e-001 -2.525589089875795e-001 -1.496339714003327e-002
