---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.FileName = "..\Input\LowerBody-GaitNormal_1-euler-rightlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion
1.912653061224486e+000 8.801994652332494e-002 -4.582357420510719e-002 2.874979690355477e-001 2.322996842850939e-001 3.905806945027254e-001 -2.908620514255985e-001
1.922448979591833e+000 7.151280679176707e-002 -4.328282608092171e-002 2.870300473421411e-001 2.233450639312494e-001 4.010493028724852e-001 -3.032616196766666e-001
1.932244897959180e+000 5.540498912067040e-002 -4.059997453229580e-002 2.860955673006845e-001 2.149289099377130e-001 4.114152332455732e-001 -3.143507394739236e-001
1.942040816326527e+000 3.977936932199475e-002 -3.781008265897534e-002 2.847681073156523e-001 2.071444227749269e-001 4.216880619229519e-001 -3.241646039637794e-001
1.951836734693873e+000 2.470804381162667e-002 -3.496667614086002e-002 2.831073379803574e-001 2.000775662894135e-001 4.318791448981673e-001 -3.327693827813421e-001
1.961632653061220e+000 1.024008966417814e-002 -3.213199753201868e-002 2.811651358955498e-001 1.938014027224987e-001 4.420111750083254e-001 -3.402777046620101e-001
1.971428571428567e+000 -3.608217451330779e-003 -2.936726163279846e-002 2.789944428119234e-001 1.883690159587349e-001 4.521184100252743e-001 -3.468561211192489e-001
1.981224489795914e+000 -1.685634289523750e-002 -2.672665419056552e-002 2.766563736413240e-001 1.838068918359221e-001 4.622375604887273e-001 -3.527205407206121e-001
1.991020408163261e+000 -2.955484139177528e-002 -2.425454988977016e-002 2.742278815671196e-001 1.801131855892260e-001 4.723967605908229e-001 -3.581279281809461e-001
2.000816326530608e+000 -4.177833812446156e-002 -2.198311559990240e-002 2.718087052583482e-001 1.772627482293247e-001 4.826063521541760e-001 -3.633705083958888e-001
2.010612244897955e+000 -5.361881963045852e-002 -1.992898744589855e-002 2.695209950134582e-001 1.752184988587937e-001 4.928545419947066e-001 -3.687706151372343e-001
2.020408163265302e+000 -6.517754439393693e-002 -1.809010794195132e-002 2.675003667013600e-001 1.739473427964352e-001 5.031109730692132e-001 -3.746705395434566e-001
2.030204081632649e+000 -7.655558192335052e-002 -1.644438411545046e-002 2.658820643094920e-001 1.734362872434902e-001 5.133355849394395e-001 -3.814125825738898e-001
2.039999999999996e+000 -8.784652029096153e-002 -1.495056085043056e-002 2.647809221097417e-001 1.737005628961128e-001 5.234831530295478e-001 -3.893050684287118e-001
2.049795918367343e+000 -9.913216155246059e-002 -1.354922063352060e-002 2.642658013349658e-001 1.747797844288201e-001 5.334981090955003e-001 -3.985785065517942e-001
2.059591836734690e+000 -1.104807657980172e-001 -1.216370231640629e-002 2.643322223592967e-001 1.767216291657349e-001 5.432978479533387e-001 -4.093388584344102e-001
2.069387755102037e+000 -1.219439589567940e-001 -1.070278864656249e-002 2.648803093146402e-001 1.795577663992225e-001 5.527507764353231e-001 -4.215285570304795e-001
2.079183673469384e+000 -1.335475968046685e-001 -9.063052392765281e-003 2.657099645674171e-001 1.832836430209828e-001 5.616603691226378e-001 -4.349109878128226e-001
2.088979591836731e+000 -1.452775294395447e-001 -7.126256082782057e-003 2.665438294306058e-001 1.878547476724995e-001 5.697641728562752e-001 -4.490916870163672e-001
2.098775510204078e+000 -1.570707255221479e-001 -4.756226425353338e-003 2.670702111356272e-001 1.931983383764242e-001 5.767463804394494e-001 -4.635692467821710e-001
2.108571428571425e+000 -1.688226992368820e-001 -1.806606290681634e-003 2.669832457270572e-001 1.992282310816599e-001 5.822541643640821e-001 -4.777919646069762e-001
2.118367346938773e+000 -1.804087064802692e-001 1.859664562984031e-003 2.660077440292170e-001 2.058579513565097e-001 5.859111765757286e-001 -4.912026859576115e-001
2.128163265306120e+000 -1.917047212438368e-001 6.350694451989991e-003 2.639128900282127e-001 2.130159491700308e-001 5.873290469537368e-001 -5.032692609032936e-001
2.137959183673467e+000 -2.025964569613349e-001 1.173453174684314e-002 2.605203663243404e-001 2.206630901817671e-001 5.861193773246384e-001 -5.135030711402275e-001
2.147755102040814e+000 -2.129749255984503e-001 1.803674629750707e-002 2.557072121155821e-001 2.288107110188396e-001 5.819057550233563e-001 -5.214655311907190e-001
2.157551020408161e+000 -2.227248522513026e-001 2.524303168644804e-002 2.494021908094205e-001 2.375388701073480e-001 5.743340997194305e-001 -5.267627088328079e-001
