Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.HipExtensorMuscles.IsometricStrength.Output.HipAngle.Val;Main.Studies.ParameterStudies.HipExtensorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 1.390693112212812e+002
 1.000000000000000e+001; 1.727110872973159e+002
 2.000000000000000e+001; 1.948557855366352e+002
 3.000000000000000e+001; 1.992048429015548e+002
 4.000000000000000e+001; 1.923751546594496e+002
 5.000000000000000e+001; 1.850367243088022e+002
 6.000000000000000e+001; 1.958231535739625e+002
 7.000000000000000e+001; 2.082773336921366e+002
 8.000000000000000e+001; 2.036774063547144e+002
 9.000000000000000e+001; 1.789655829745519e+002
 1.000000000000000e+002; 1.440948106511765e+002
