Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 4.112988194787059e+001
 1.000000000000000e+001; 4.359617571811851e+001
 2.000000000000000e+001; 4.564653981620127e+001
 3.000000000000000e+001; 4.825454067449056e+001
 4.000000000000000e+001; 4.930974942255313e+001
 5.000000000000000e+001; 4.823923153005033e+001
 6.000000000000000e+001; 4.642902012508945e+001
 7.000000000000000e+001; 4.348614276261542e+001
 8.000000000000000e+001; 3.914538312104780e+001
 9.000000000000000e+001; 3.477274296745429e+001
 1.000000000000000e+002; 2.798748096049457e+001
