Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.AnkleAngle.Val;Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.SoleusStrength.Val
 3.000000000000000e+001; 5.197424413525946e+002
 2.500000000000000e+001; 5.221199823725935e+002
 2.000000000000000e+001; 5.136378000580593e+002
 1.500000000000000e+001; 4.914651873823372e+002
 1.000000000000000e+001; 4.546657162251978e+002
 5.000000000000000e+000; 4.048130579008986e+002
 0.000000000000000e+000; 3.458387796127797e+002
-5.000000000000000e+000; 2.831068651379323e+002
-1.000000000000000e+001; 2.220374435309951e+002
-1.500000000000000e+001; 1.668640301676276e+002
-2.000000000000000e+001; 1.199825628197396e+002
-2.500000000000000e+001; 8.198819130513545e+001
-3.000000000000000e+001; 5.217574556686230e+001
