Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.AnkleAngle.Val;Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.SoleusStrength.Val
 3.000000000000000e+001; 4.147106693820492e+002
 2.500000000000000e+001; 4.667725192029354e+002
 2.000000000000000e+001; 5.116316368992277e+002
 1.500000000000000e+001; 5.383069483728551e+002
 1.000000000000000e+001; 5.372723767602580e+002
 5.000000000000000e+000; 5.045033663175247e+002
 0.000000000000000e+000; 4.439179864597047e+002
-5.000000000000000e+000; 3.660871718236535e+002
-1.000000000000000e+001; 2.838539954210469e+002
-1.500000000000000e+001; 2.079119860626514e+002
-2.000000000000000e+001; 1.444115876153247e+002
-2.500000000000000e+001; 9.500301073258817e+001
-3.000000000000000e+001; 5.831496579430507e+001
