Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.AnkleAngle.Val;Main.Studies.ParameterStudies.PlantarFlexorMuscles.IsometricStrength.Output.Outputfile.Strength
 3.000000000000000e+001; 1.351448402427444e+002
 2.500000000000000e+001; 1.538364426806137e+002
 2.000000000000000e+001; 1.714989055526333e+002
 1.500000000000000e+001; 1.818896067267752e+002
 1.000000000000000e+001; 1.835869264177276e+002
 5.000000000000000e+000; 1.748347732431292e+002
 0.000000000000000e+000; 1.587720128164531e+002
-5.000000000000000e+000; 1.369039467491839e+002
-1.000000000000000e+001; 1.126720925117001e+002
-1.500000000000000e+001; 8.908960365428985e+001
-2.000000000000000e+001; 6.763339443602669e+001
-2.500000000000000e+001; 4.873485919398533e+001
-3.000000000000000e+001; 3.421104279772518e+001
