Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeFlexorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 5.722737157936842e+001
 1.000000000000000e+001; 6.766523926379966e+001
 2.000000000000000e+001; 7.770441544654339e+001
 3.000000000000000e+001; 8.837692614634067e+001
 4.000000000000000e+001; 9.709466557175257e+001
 5.000000000000000e+001; 1.010031700469371e+002
 6.000000000000000e+001; 1.000049304797587e+002
 7.000000000000000e+001; 9.360799045718480e+001
 8.000000000000000e+001; 8.313509842971352e+001
 9.000000000000000e+001; 7.640008703787085e+001
 1.000000000000000e+002; 6.239673303983815e+001
