Serie0;
AXIS0;OUTPUT
Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.KneeAngle.Val;Main.Studies.ParameterStudies.KneeExtensorMuscles.IsometricStrength.Output.Outputfile.Strength
 0.000000000000000e+000; 1.579620955001694e+001
 1.000000000000000e+001; 3.238568086302499e+001
 2.000000000000000e+001; 5.801984174001423e+001
 3.000000000000000e+001; 8.836683009446470e+001
 4.000000000000000e+001; 1.168574167750254e+002
 5.000000000000000e+001; 1.382333451307981e+002
 6.000000000000000e+001; 1.505147729421334e+002
 7.000000000000000e+001; 1.543832772507626e+002
 8.000000000000000e+001; 1.528022251467093e+002
 9.000000000000000e+001; 1.346386141845021e+002
 1.000000000000000e+002; 1.334782041046458e+002
